bvn,name,gender,dateOfBirth,address,phone,email,totalNoOfLoans,totalNoOfInstitutions,totalNoOfActiveLoans,totalNoOfClosedLoans,totalBorrowed,totalOutstanding,totalOverdue,loanPerformance
41259182445,Omolara Balogun,Female,04/12/1964,"846 Bowen Motorway Apt. 726, Ekiti",0803066524248,tgray@example.org,"[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 2}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2}]","[{""""source"""": """"CRC"""", """"value"""": 424358}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 415825}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 351237}]","[{""""source"""": """"CRC"""", """"value"""": 4919199}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5870509}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4288823}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Conner, Bryant and Perry"""", """"loanAmount"""": 3937333, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Pratt-Proctor"""", """"loanAmount"""": 2250109, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Burton, Newman and Smith"""", """"loanAmount"""": 2206864, """"performanceStatus"""": """"Non-Performing""""}]}]"
13612696869,Abubakar Adewale,Male,24/01/1990,"8364 William Key, Gombe",0802590324962,moorepaul@example.com,"[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 2}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2}]","[{""""source"""": """"CRC"""", """"value"""": 13836150}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 16487486}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 14624762}]","[{""""source"""": """"CRC"""", """"value"""": 8798583}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7090846}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 10250469}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Higgins-Harrell"""", """"loanAmount"""": 3900542, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Yang, Alexander and Green"""", """"loanAmount"""": 1821043, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Howard-Miller"""", """"loanAmount"""": 74209, """"performanceStatus"""": """"Performing""""}]}]"
78860033904,Tunde Eze,Male,16/02/1956,"02480 Phelps Meadows Suite 187, Anambra",0703699995401,aprillara@example.com,"[{""""source"""": """"CRC"""", """"value"""": 7}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 9}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9}]","[{""""source"""": """"CRC"""", """"value"""": 17856404}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 20712280}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 14578566}]","[{""""source"""": """"CRC"""", """"value"""": 7389596}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8954336}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8271307}]","[{""""source"""": """"CRC"""", """"value"""": 30216}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 31056}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 36497}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Sims, King and Smith"""", """"loanAmount"""": 430542, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Rodgers LLC"""", """"loanAmount"""": 1887114, """"performanceStatus"""": """"Non-Performing""""}]}]"
54291968156,Babatunde Okafor,Male,24/01/1989,"6979 Brooks Rapid, Kebbi",0807007677836,zskinner@example.org,"[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 7}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 156692}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 216212}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 191255}]","[{""""source"""": """"CRC"""", """"value"""": 3307363}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3340809}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3654940}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Garza and Sons"""", """"loanAmount"""": 2190498, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Bernard LLC"""", """"loanAmount"""": 154636, """"performanceStatus"""": """"Non-Performing""""}]}]"
77577620281,Habiba Akinwumi,Female,23/11/1962,"0866 Aaron Knoll Suite 557, Akwa Ibom",0813403946954,andreastrong@example.com,"[{""""source"""": """"CRC"""", """"value"""": 21}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 18}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 18}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": 12}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 12}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 11}]","[{""""source"""": """"CRC"""", """"value"""": 16967295}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 16593934}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 16758907}]","[{""""source"""": """"CRC"""", """"value"""": 7627194}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8508858}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8187141}]","[{""""source"""": """"CRC"""", """"value"""": 369652}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 428024}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 369407}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Nunez, Lee and Watson"""", """"loanAmount"""": 4273394, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Douglas, Hall and Chan"""", """"loanAmount"""": 3904038, """"performanceStatus"""": """"Non-Performing""""}]}]"
85943371525,Simisola Lawal,Female,28/04/1964,"06694 Snyder Orchard, Ebonyi",0909246222725,jason34@example.com,"[{""""source"""": """"CRC"""", """"value"""": 6}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 6}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 7}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 16810793}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 20086217}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 19065703}]","[{""""source"""": """"CRC"""", """"value"""": 249233}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 218887}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 208164}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Irwin, Guzman and Olsen"""", """"loanAmount"""": 4374352, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Moore and Sons"""", """"loanAmount"""": 3490440, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Davis PLC"""", """"loanAmount"""": 2375190, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Pollard Group"""", """"loanAmount"""": 880967, """"performanceStatus"""": """"Performing""""}]}]"
65038076438,Chioma Onuoha,Female,21/07/1959,"163 Reyes Branch, Jigawa",0703712817291,leahcallahan@example.net,"[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 10}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 10}]","[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 8469141}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8980117}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9564573}]","[{""""source"""": """"CRC"""", """"value"""": 8350767}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9499185}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9800453}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Brewer, Flowers and Ballard"""", """"loanAmount"""": 1262445, """"performanceStatus"""": """"Performing""""}]}]"
27764596614,Musa Igwe,Male,29/05/1995,"2009 Garcia Mills Apt. 615, Kaduna",0805103784670,wbuck@example.net,"[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 4}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 5}]","[{""""source"""": """"CRC"""", """"value"""": 2}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 13}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 13}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 11}]","[{""""source"""": """"CRC"""", """"value"""": 8591656}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8040060}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8996600}]","[{""""source"""": """"CRC"""", """"value"""": 7274504}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7568914}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7218829}]","[{""""source"""": """"CRC"""", """"value"""": 522314}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 411560}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 473180}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Valdez, Berg and Barber"""", """"loanAmount"""": 1472964, """"performanceStatus"""": """"Non-Performing""""}, {""""loanProvider"""": """"Tate, Herrera and Tucker"""", """"loanAmount"""": 455714, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Mcdonald-Lewis"""", """"loanAmount"""": 1058028, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Conway, Wilson and Bradley"""", """"loanAmount"""": 2093398, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Schwartz, Anderson and Serrano"""", """"loanAmount"""": 1828116, """"performanceStatus"""": """"Non-Performing""""}]}]"
39387596388,Yakubu Okeke,Male,29/09/1987,"11122 Michael Well Apt. 262, Benue",0909371564608,kellymichael@example.org,"[{""""source"""": """"CRC"""", """"value"""": 14}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 12}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 12}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 3}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 5}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 5}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 4}]","[{""""source"""": """"CRC"""", """"value"""": 2410144}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1915430}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2299159}]","[{""""source"""": """"CRC"""", """"value"""": 9243473}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9995294}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8491258}]","[{""""source"""": """"CRC"""", """"value"""": 117001}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 124898}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 144034}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Suarez-Willis"""", """"loanAmount"""": 3000896, """"performanceStatus"""": """"Non-Performing""""}]}]"
37953578577,Emeka Nwosu,Male,18/04/1995,"388 Melissa Dale Apt. 704, Abuja FCT",0909491024500,fmiller@example.org,"[{""""source"""": """"CRC"""", """"value"""": 21}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 15}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 15}]","[{""""source"""": """"CRC"""", """"value"""": 2}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 2}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 1}]","[{""""source"""": """"CRC"""", """"value"""": 4}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 3}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 3}]","[{""""source"""": """"CRC"""", """"value"""": 7}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 6}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 18658876}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 19432017}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 17556249}]","[{""""source"""": """"CRC"""", """"value"""": 8219734}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 9375638}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 9142131}]","[{""""source"""": """"CRC"""", """"value"""": 252251}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 192452}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 272399}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Mccarthy-Lucas"""", """"loanAmount"""": 1801454, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Roberts PLC"""", """"loanAmount"""": 880724, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Smith, Jordan and Hays"""", """"loanAmount"""": 1751078, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Barnett PLC"""", """"loanAmount"""": 3556045, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Boyd-Johnson"""", """"loanAmount"""": 3402089, """"performanceStatus"""": """"Non-Performing""""}]}]"
74205078363,Musa Onuoha,Male,17/03/1969,"211 Gonzalez Squares, Ondo",0802213820190,tmcdowell@example.com,"[{""""source"""": """"CRC"""", """"value"""": 18}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 15}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 14}]","[{""""source"""": """"CRC"""", """"value"""": 1}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": 8}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8}]","[{""""source"""": """"CRC"""", """"value"""": 2}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 1}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 2}]","[{""""source"""": """"CRC"""", """"value"""": 9893714}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 8093705}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 8347145}]","[{""""source"""": """"CRC"""", """"value"""": 7520791}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 7160392}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 7935533}]","[{""""source"""": """"CRC"""", """"value"""": 0}, {""""source"""": """"FIRST_CENTRAL"""", """"value"""": 0}, {""""source"""": """"CREDIT_REGISTRY"""", """"value"""": 0}]","[{""""source"""": """"CRC"""", """"value"""": [{""""loanProvider"""": """"Bryant, Diaz and Scott"""", """"loanAmount"""": 176675, """"performanceStatus"""": """"Performing""""}, {""""loanProvider"""": """"Franklin LLC"""", """"loanAmount"""": 1273532, """"performanceStatus"""": """"Non-Performing""""}]}]"
